source_url,department,page_title,type_contacts,categories,contact_count
https://lannuaire.service-public.gouv.fr/nouvelle-aquitaine/correze/77ec0f9d-af9f-46cf-bcf5-6abe2c4320f7,correze,Mairie - Saint-Victour,collectivite_administration,mairie collectivite,1
https://lannuaire.service-public.gouv.fr/nouvelle-aquitaine/correze/77fffac3-8c8b-4411-8f33-b233e27b3faf,correze,France services - Saint-Privat,collectivite_administration,administration collectivite service public,1
https://lannuaire.service-public.gouv.fr/nouvelle-aquitaine/correze/78372e94-e60b-4733-b33f-669cbf8e3b32,correze,Mairie - Astaillac,collectivite_administration,mairie collectivite,1
https://lannuaire.service-public.gouv.fr/nouvelle-aquitaine/correze/7b77e71d-7833-4626-98dd-1a6c9017473c,correze,Mairie - Salon-la-Tour,collectivite_administration,mairie collectivite,1
https://lannuaire.service-public.gouv.fr/nouvelle-aquitaine/correze/7bfe174c-6f2f-48a5-bf89-c1d527bede26,correze,Mairie - Sérilhac,collectivite_administration,mairie collectivite,1
https://lannuaire.service-public.gouv.fr/nouvelle-aquitaine/correze/7c17bb56-73bb-475f-b7c6-7cb9b8c4e328,correze,Mairie - Bonnefond,collectivite_administration,mairie collectivite,1
https://lannuaire.service-public.gouv.fr/nouvelle-aquitaine/correze/7cb023e7-3a9f-4913-9a52-1b906fb1f72b,correze,Mairie - Darazac,collectivite_administration,mairie collectivite,1
https://lannuaire.service-public.gouv.fr/nouvelle-aquitaine/correze/7cc1a969-1e3b-483e-8945-840f6d221cfa,correze,Mairie - Saint-Julien-le-Pèlerin,collectivite_administration,mairie collectivite,1
https://lannuaire.service-public.gouv.fr/nouvelle-aquitaine/correze/7cd38157-67be-4712-84b1-0c1496a8a629,correze,Mairie - Saint-Pardoux-le-Vieux,collectivite_administration,mairie collectivite,1
https://lannuaire.service-public.gouv.fr/nouvelle-aquitaine/correze/7de74f47-2c2a-4339-98c1-3630294db71c,correze,Mairie - Chamberet,collectivite_administration,mairie collectivite,1
https://lannuaire.service-public.gouv.fr/nouvelle-aquitaine/correze/7e50b0fb-1711-492b-85ac-dddf65ce3a2d,correze,Mairie - Meilhards,collectivite_administration,mairie collectivite,1
https://lannuaire.service-public.gouv.fr/nouvelle-aquitaine/correze/7ebd3fe4-fde4-472e-85d2-0478f2aaa09d,correze,Communauté d'agglomération - Tulle Agglo,collectivite_administration,administration collectivite service public,1
https://lannuaire.service-public.gouv.fr/nouvelle-aquitaine/correze/7f39f8cf-fa56-4ff9-98fa-ccdc883ff7c6,correze,France services - Seilhac,collectivite_administration,administration collectivite service public,1
https://lannuaire.service-public.gouv.fr/nouvelle-aquitaine/correze/80bf9351-7151-4d3f-9e0a-61ab97a21a07,correze,France services - Corrèze,collectivite_administration,administration collectivite service public,1
https://lannuaire.service-public.gouv.fr/nouvelle-aquitaine/correze/80c8b05a-8494-414d-bd3a-a017900d7cd7,correze,Mairie - Orgnac-sur-Vézère,collectivite_administration,mairie collectivite,1
https://lannuaire.service-public.gouv.fr/nouvelle-aquitaine/correze/835cbfc5-acea-4e57-9441-e9b0081ec400,correze,Mairie - Seilhac,collectivite_administration,mairie collectivite,1
https://lannuaire.service-public.gouv.fr/nouvelle-aquitaine/correze/842d8206-9ee2-4a9c-a02a-ae8fd4392a58,correze,Mairie - Saint-Sornin-Lavolps,collectivite_administration,mairie collectivite,1
https://lannuaire.service-public.gouv.fr/nouvelle-aquitaine/correze/857f5c1a-3e4b-43d6-ba4a-2e07ebbd8d3c,correze,Mairie - Saint-Julien-aux-Bois,collectivite_administration,mairie collectivite,1
https://lannuaire.service-public.gouv.fr/nouvelle-aquitaine/correze/85d84f3a-a117-4da2-9723-87ea5d4809dd,correze,Mairie - Varetz,collectivite_administration,mairie collectivite,1
https://lannuaire.service-public.gouv.fr/nouvelle-aquitaine/correze/85dfefca-e36a-4214-9eba-02cb8329524a,correze,Mairie - Cublac,collectivite_administration,mairie collectivite,1
https://lannuaire.service-public.gouv.fr/nouvelle-aquitaine/correze/85ff2481-0a50-4dea-9c42-fc12ddaa89d1,correze,France services - Noailles,collectivite_administration,administration collectivite service public,1
https://lannuaire.service-public.gouv.fr/nouvelle-aquitaine/correze/860a7422-c4d6-498b-b160-26cb95e5856f,correze,Mairie - Saint-Bonnet-la-Rivière,collectivite_administration,mairie collectivite,1
https://lannuaire.service-public.gouv.fr/nouvelle-aquitaine/correze/8629c132-ebf8-4cda-957b-4211eb53f6a7,correze,Mairie - Albignac,collectivite_administration,mairie collectivite,1
https://lannuaire.service-public.gouv.fr/nouvelle-aquitaine/correze/8705dbdb-1d84-4373-b34f-1398cb2d9434,correze,Mairie - Voutezac,collectivite_administration,mairie collectivite,1
https://lannuaire.service-public.gouv.fr/nouvelle-aquitaine/correze/87b5069e-88f5-46f3-92da-c9e958e27ee9,correze,Mairie - Peyrissac,collectivite_administration,mairie collectivite,1
https://lannuaire.service-public.gouv.fr/nouvelle-aquitaine/correze/888664e8-d25a-4524-800b-dfb09aa00a50,correze,Mairie - Margerides,collectivite_administration,mairie collectivite,1
https://lannuaire.service-public.gouv.fr/nouvelle-aquitaine/correze/888f7695-d60f-4d3c-9740-c6d0d7885ab9,correze,Mairie - Veix,collectivite_administration,mairie collectivite,1
https://lannuaire.service-public.gouv.fr/nouvelle-aquitaine/correze/89152151-6112-40a4-83d1-ec987a1f515f,correze,Mairie - La Chapelle-aux-Brocs,collectivite_administration,mairie collectivite,1
https://lannuaire.service-public.gouv.fr/nouvelle-aquitaine/correze/89a848f8-52cb-479f-b8d2-7d6bb957d1f9,correze,Mairie - Saint-Solve,collectivite_administration,mairie collectivite,1
https://lannuaire.service-public.gouv.fr/nouvelle-aquitaine/correze/8a0fa031-acd4-400c-8102-110ccfab1d93,correze,Mairie - Objat,collectivite_administration,mairie collectivite,1
https://lannuaire.service-public.gouv.fr/nouvelle-aquitaine/correze/8b5f4872-147f-47ff-ae7c-5d5a93b7dd54,correze,Point d'information local dédié aux personnes âgées - Brive-la-Gaillarde,collectivite_administration,administration collectivite service public,1
https://lannuaire.service-public.gouv.fr/nouvelle-aquitaine/correze/8c22f622-d043-4b0d-b692-792e9203d323,correze,France services - Arnac-Pompadour,collectivite_administration,administration collectivite service public,1
https://lannuaire.service-public.gouv.fr/nouvelle-aquitaine/correze/8c756308-5dc1-48eb-9c51-31ffadc1fdd3,correze,France services - Allassac,collectivite_administration,administration collectivite service public,1
https://lannuaire.service-public.gouv.fr/nouvelle-aquitaine/correze/8e08bd50-f3b7-40da-b91a-3abe3a9b0d9d,correze,Mairie - Saint-Germain-Lavolps,collectivite_administration,mairie collectivite,1
https://lannuaire.service-public.gouv.fr/nouvelle-aquitaine/correze/8e5bd276-fa65-4c8c-9460-99907abc6671,correze,Mairie - Lamazière-Haute,collectivite_administration,mairie collectivite,1
https://lannuaire.service-public.gouv.fr/nouvelle-aquitaine/correze/8e6d28b1-6516-44c0-a7dc-ae378b13e3b1,correze,Mairie - Saint-Angel,collectivite_administration,mairie collectivite,1
https://lannuaire.service-public.gouv.fr/nouvelle-aquitaine/correze/8ed42b46-edd0-419b-8283-d9b4bd370526,correze,Communauté de communes - Pays de Lubersac Pompadour,collectivite_administration,administration collectivite service public,1
https://lannuaire.service-public.gouv.fr/nouvelle-aquitaine/correze/8f33be8d-1d54-432b-9107-22556d1e27c5,correze,Mission locale pour l'insertion professionnelle et sociale des jeunes (16-25 ans) - Brive-la-Gaillarde,jeunesse_loisirs,mission locale jeunesse insertion,1
https://lannuaire.service-public.gouv.fr/nouvelle-aquitaine/correze/8f4025bc-a2e5-4d44-827b-5a83630b13a2,correze,Mairie - La Roche-Canillac,collectivite_administration,mairie collectivite,1
https://lannuaire.service-public.gouv.fr/nouvelle-aquitaine/correze/906a270a-68b8-452b-9254-3e590a2bc28e,correze,Mairie - Ménoire,collectivite_administration,mairie collectivite,1
